Price,Mileage,Engine/Motor Capacity,Transmission,Manufacturer,Model Year,Condition,Model,Fuel Type,Colour,Vehicle Type,URL
Negotiable,"157,000",1500,Automatic,Toyota,2001,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Allion,Petrol,black,Car(Sedan),https://patpat.lk/en/ad/vehicle/toyota-allion-2001-269841
"9,200,000","145,000",1500,Automatic,Toyota,2016,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Axio,Petrol,maroon,Car(Sedan),https://patpat.lk/en/ad/vehicle/toyota-axio-2016-269999
"14,500,000","76,000",1500,Automatic,Toyota,2018,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Premio,Petrol,silver,Car(Sedan),https://patpat.lk/en/ad/vehicle/toyota-premio-2018-269937
"10,150,000",0,1000,Automatic,Toyota,2023,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Yaris,Petrol,white,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-yaris-2023-269992
"10,250,000",0,1000,Automatic,Toyota,2023,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Yaris,Petrol,white,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-yaris-2023-269995
"6,500,000","300,100",1500,Automatic,Toyota,2008,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Prius,Hybrid,green,Car(Sedan),https://patpat.lk/en/ad/vehicle/toyota-prius-2008-269936
"9,000,000",N/A,N/A,"Automatic



Manual



Other



Tiptronic",,N/A,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",,"Diesel



Electric



Hybrid



Petrol",N/A,"Bike



Bus



Car



Heavy



Land



SUV



Three wheeler



Truck



Van



Pick-up 



Multi Purpose",https://patpat.lk/en/sri-lanka/vehicle/car/toyota?page=63
Negotiable,"31,000",1200,Automatic,Toyota,2019,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Yaris Ativ,Petrol,white,Car(Sedan),https://patpat.lk/en/ad/vehicle/toyota-yaris-ativ-2019-269912
"6,000,000","1,780,000",1300,Automatic,Toyota,2007,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Yaris,Petrol,gray,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-yaris-2007-269859
"9,000,000","139,291",1500,Automatic,Toyota,2015,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Aqua,Hybrid,white,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-aqua-2015-269868
"11,900,000","143,800",496,Automatic,Toyota,2017,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Axio,Hybrid,white,Car(Saloon),https://patpat.lk/en/ad/vehicle/toyota-axio-2017-269878
Negotiable,"188,000",1798,Automatic,Toyota,2010,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Prius,Petrol,blue,Car(Sedan),https://patpat.lk/en/ad/vehicle/toyota-prius-2010-269833
"5,350,000","132,000",1000,Automatic,Toyota,2007,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Vitz,Petrol,blue,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-vitz-2007-269784
Negotiable,"108,500",1000,Automatic,Toyota,2018,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Vitz,Petrol,black,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-vitz-2018-269770
"7,450,000","160,000",1500,Automatic,Toyota,2014,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Aqua,Petrol,red,Car(Liftback),https://patpat.lk/en/ad/vehicle/toyota-aqua-2014-269844
"18,200,000","28,700",1500,Automatic,Toyota,2019,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Premio,Petrol,white,Car(),https://patpat.lk/en/ad/vehicle/toyota-premio-2019-269679
"8,350,000","56,000",1000,Automatic,Toyota,2018,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Vitz,Petrol,white,Car(),https://patpat.lk/en/ad/vehicle/toyota-vitz-2018-269672
"11,250,000",0,1000,Automatic,Toyota,2014,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Premio,Petrol,maroon,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-premio-2014-269670
Negotiable,"1,700",160000,Automatic,Toyota,2011,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Prius,Petrol,red,Car(Liftback),https://patpat.lk/en/ad/vehicle/toyota-prius-2011-269810
Negotiable,"97,000",1000,Automatic,Toyota,2016,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Vitz,Petrol,black,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-vitz-2016-269802
Negotiable,"36,200",1500,Automatic,Toyota,2019,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Vitz,Petrol,silver,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-vitz-2019-269823
"3,400,000","220,000",1500,Automatic,Toyota,1995,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Sprinter,Petrol,green,Car(Sedan),https://patpat.lk/en/ad/vehicle/toyota-sprinter-1995-269798
"7,450,000","180,000",1500,Automatic,Toyota,2013,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Aqua,Petrol,silver,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-aqua-2013-269760
Negotiable,"150,000",1300,Automatic,Toyota,2015,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Axio,Petrol,maroon,Car(Saloon),https://patpat.lk/en/ad/vehicle/toyota-axio-2015-269687
"3,250,000","97,500",1500,Automatic,Toyota,2000,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Corolla,Petrol,white,Car(Saloon),https://patpat.lk/en/ad/vehicle/toyota-corolla-2000-269696
"8,450,000",N/A,N/A,"Automatic



Manual



Other



Tiptronic",,N/A,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",,"Diesel



Electric



Hybrid



Petrol",N/A,"Bike



Bus



Car



Heavy



Land



SUV



Three wheeler



Truck



Van



Pick-up 



Multi Purpose",https://patpat.lk/en/sri-lanka/vehicle/car/toyota?page=64
Negotiable,"1,670,000",1800,Automatic,Toyota,2013,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Prius,Petrol,white,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-prius-2013-269642
Negotiable,"98,000",1400,Automatic,Toyota,2012,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Prius,Petrol,gray,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-prius-2012-269569
"12,700,000","231,500",1490,Automatic,Toyota,2016,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Allion,Petrol,red,Car(),https://patpat.lk/en/ad/vehicle/toyota-allion-2016-269604
Negotiable,"180,000",1300,Automatic,Toyota,2011,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Prius,Hybrid,blue,Car(Sedan),https://patpat.lk/en/ad/vehicle/toyota-prius-2011-269555
Negotiable,0,999,Automatic,Toyota,2023,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Yaris,Petrol,white,Car(Liftback),https://patpat.lk/en/ad/vehicle/toyota-yaris-2023-269537
"6,500,000","140,000",1000,Automatic,Toyota,2008,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Yaris,Petrol,black,Car(Convertible),https://patpat.lk/en/ad/vehicle/toyota-yaris-2008-269498
"9,000,000",0,1000,Automatic,Toyota,2024,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Yaris,Petrol,white,Car(Convertible),https://patpat.lk/en/ad/vehicle/toyota-yaris-2024-269491
"7,900,000","101,000",660,Automatic,Toyota,2014,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Aqua,Petrol,silver,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-aqua-2014-269523
Negotiable,0,1496,Automatic,Toyota,2025,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Axio,Hybrid,silver,Car(Saloon),https://patpat.lk/en/ad/vehicle/toyota-axio-2025-269364
"7,700,000","72,000",1000,Tiptronic,Toyota,2017,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Vitz,Petrol,silver,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-vitz-2017-269350
"7,790,000","135,000",1500,Automatic,Toyota,2013,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Aqua,Petrol,black,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-aqua-2013-269361
"10,700,000",300,800,Automatic,Toyota,2025,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Yaris,Petrol,blue,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-yaris-2025-269343
Negotiable,"96,000",1500,Automatic,Toyota,2011,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Allion,Petrol,maroon,Car(Sedan),https://patpat.lk/en/ad/vehicle/toyota-allion-2011-269315
"8,000,000","175,000",1490,Automatic,Toyota,2014,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Aqua,Hybrid,silver,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-aqua-2014-269289
"6,800,000","192,000",1496,Automatic,Toyota,2007,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Axio,Petrol,silver,Car(Sedan),https://patpat.lk/en/ad/vehicle/toyota-axio-2007-269294
"7,700,000","130,000",1490,Automatic,Toyota,2013,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Aqua,Hybrid,black,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-aqua-2013-269301
"6,300,000","95,000",1300,Automatic,Toyota,2006,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Yaris,Petrol,black,Car(),https://patpat.lk/en/ad/vehicle/toyota-yaris-2006-269249
"7,800,000","110,000",1490,Automatic,Toyota,2015,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Aqua,Petrol,silver,Car(Liftback),https://patpat.lk/en/ad/vehicle/toyota-aqua-2015-269262
"10,600,000","141,000",1500,Automatic,Toyota,2013,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Premio,Hybrid,maroon,Car(Sedan),https://patpat.lk/en/ad/vehicle/toyota-premio-2013-269218
"8,250,000","220,000",1000,Automatic,Toyota,2018,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Vitz,Petrol,white,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-vitz-2018-269208
"5,600,000",N/A,N/A,"Automatic



Manual



Other



Tiptronic",,N/A,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",,"Diesel



Electric



Hybrid



Petrol",N/A,"Bike



Bus



Car



Heavy



Land



SUV



Three wheeler



Truck



Van



Pick-up 



Multi Purpose",https://patpat.lk/en/sri-lanka/vehicle/car/toyota?page=65
"9,500,000","145,000",1500,Automatic,Toyota,2013,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Premio,Petrol,black,Car(Saloon),https://patpat.lk/en/ad/vehicle/toyota-premio-2013-269205
"8,800,000","160,000",1800,Automatic,Toyota,2012,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Prius,Hybrid,silver,Car(Saloon),https://patpat.lk/en/ad/vehicle/toyota-prius-2012-269224
"6,700,000","220,000",1500,Automatic,Toyota,2012,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Aqua,Petrol,black,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-aqua-2012-269198
Negotiable,"29,000",1000,Automatic,Toyota,2023,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Yaris,Petrol,silver,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-yaris-2023-269172
Negotiable,0,1000,Automatic,Toyota,2025,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Yaris,Petrol,blue,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-yaris-2025-269161
Negotiable,"140,000",1000,Automatic,Toyota,2013,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Aqua,Hybrid,silver,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-aqua-2013-269159
"8,000,000","6,600",660,Automatic,Toyota,2023,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Passo,Petrol,green,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-passo-2023-269115
"8,450,000","6,600",660,Automatic,Toyota,2023,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Yaris,Petrol,silver,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-yaris-2023-269129
Negotiable,"29,000",1000,Automatic,Toyota,2023,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Yaris,Petrol,white,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-yaris-2023-269126
"12,275,000","81,719",1500,Automatic,Toyota,2018,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Axio,Hybrid,red,Car(Sedan),https://patpat.lk/en/ad/vehicle/toyota-axio-2018-269090
"6,450,000","174,000",1600,Automatic,Toyota,2008,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Corolla,Petrol,gray,Car(Liftback),https://patpat.lk/en/ad/vehicle/toyota-corolla-2008-269107
Negotiable,"95,000",1000,Automatic,Toyota,2019,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Passo,Petrol,black,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-passo-2019-269057
"9,200,000","200,000",1500,Automatic,Toyota,2012,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Prius,Hybrid,white,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-prius-2012-269026
"9,500,000","145,000",1500,Automatic,Toyota,2013,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Premio,Petrol,maroon,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-premio-2013-269048
"9,600,000","145,000",1500,Automatic,Toyota,2016,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Axio,Petrol,maroon,Car(Sedan),https://patpat.lk/en/ad/vehicle/toyota-axio-2016-269051
Negotiable,"160,000",1300,Automatic,Toyota,2013,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Prius,Hybrid,black,Car(Sedan),https://patpat.lk/en/ad/vehicle/toyota-prius-2013-269052
"5,490,000","200,000",996,Automatic,Toyota,2008,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Passo,Petrol,red,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-passo-2008-269044
Negotiable,"13,000",996,Automatic,Toyota,2023,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Yaris,Petrol,black,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-yaris-2023-269042
"7,800,000","150,000",1500,Automatic,Toyota,2013,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Aqua,Hybrid,gray,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-aqua-2013-268977
"9,450,000","150,000",1500,Automatic,Toyota,2015,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Axio,Hybrid,white,Car(Sedan),https://patpat.lk/en/ad/vehicle/toyota-axio-2015-268961
"9,700,000",N/A,N/A,"Automatic



Manual



Other



Tiptronic",,N/A,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",,"Diesel



Electric



Hybrid



Petrol",N/A,"Bike



Bus



Car



Heavy



Land



SUV



Three wheeler



Truck



Van



Pick-up 



Multi Purpose",https://patpat.lk/en/sri-lanka/vehicle/car/toyota?page=66
Negotiable,"76,000",1500,Automatic,Toyota,2018,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Axio,Hybrid,red,Car(Sedan),https://patpat.lk/en/ad/vehicle/toyota-axio-2018-268983
Negotiable,"135,000",1300,Automatic,Toyota,2007,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Belta,Petrol,silver,Car(Sedan),https://patpat.lk/en/ad/vehicle/toyota-belta-2007-268954
"9,775,000","264,000",1800,Automatic,Toyota,2013,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Prius,Hybrid,black,Car(Sedan),https://patpat.lk/en/ad/vehicle/toyota-prius-2013-268940
"5,590,000","126,000",1500,Automatic,Toyota,2001,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Corolla,Petrol,maroon,Car(Liftback),https://patpat.lk/en/ad/vehicle/toyota-corolla-2001-268947
Negotiable,"83,000",1400,Automatic,Toyota,2018,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Vitz,Petrol,red,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-vitz-2018-268896
Negotiable,"125,000",1500,Automatic,Toyota,2006,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Mark II,Petrol,black,Car(Sedan),https://patpat.lk/en/ad/vehicle/toyota-mark-ii-2006-268871
"7,350,000","175,000",1900,Automatic,Toyota,2014,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Aqua,Hybrid,yellow,Car(Liftback),https://patpat.lk/en/ad/vehicle/toyota-aqua-2014-268827
"5,600,000","118,500",1300,Automatic,Toyota,2010,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Vitz,Petrol,blue,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-vitz-2010-268807
Negotiable,0,1496,Automatic,Toyota,2007,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Allion,Petrol,silver,Car(Sedan),https://patpat.lk/en/ad/vehicle/toyota-allion-2007-268742
"6,950,000","195,000",1500,Automatic,Toyota,2008,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Axio,Petrol,white,Car(Saloon),https://patpat.lk/en/ad/vehicle/toyota-axio-2008-268732
"8,400,000","143,000",1500,Automatic,Toyota,2014,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Axio,Petrol,maroon,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-axio-2014-268602
"7,500,000","104,500",1000,Automatic,Toyota,2017,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Vitz,Petrol,black,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-vitz-2017-268546
"7,500,000","151,000",1000,Automatic,Toyota,2014,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Aqua,Petrol,white,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-aqua-2014-268550
"9,300,000","161,000",1500,Automatic,Toyota,2015,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Axio,Petrol,white,Car(Liftback),https://patpat.lk/en/ad/vehicle/toyota-axio-2015-268549
Negotiable,"150,000",1500,Automatic,Toyota,2016,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Premio,Petrol,white,Car(Saloon),https://patpat.lk/en/ad/vehicle/toyota-premio-2016-268021
Negotiable,"175,000",1300,Automatic,Toyota,2008,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Corolla,Petrol,gray,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-corolla-2008-268169
Negotiable,0,1000,Automatic,Toyota,2007,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Passo,Petrol,green,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-passo-2007-268474
"8,800,000","220,000",1500,Automatic,Toyota,2010,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Allion,Petrol,black,Car(Sedan),https://patpat.lk/en/ad/vehicle/toyota-allion-2010-268329
"9,200,000","160,000",1790,Automatic,Toyota,2012,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Prius,Petrol,white,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-prius-2012-268456
Negotiable,0,1300,Automatic,Toyota,2007,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Passo,Petrol,white,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-passo-2007-268473
Negotiable,N/A,N/A,"Automatic



Manual



Other



Tiptronic",,N/A,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",,"Diesel



Electric



Hybrid



Petrol",N/A,"Bike



Bus



Car



Heavy



Land



SUV



Three wheeler



Truck



Van



Pick-up 



Multi Purpose",https://patpat.lk/en/sri-lanka/vehicle/car/toyota?page=67
"6,975,000","203,809",1500,Automatic,Toyota,2013,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Aqua,Petrol,black,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-aqua-2013-268468
Negotiable,"98,000",1798,Automatic,Toyota,2012,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Prius,Petrol,silver,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-prius-2012-268458
Negotiable,0,1500,Automatic,Toyota,2013,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Aqua,Hybrid,blue,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-aqua-2013-268475
"5,375,000","172,025",1800,Automatic,Toyota,1997,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Carina,Petrol,silver,Car(),https://patpat.lk/en/ad/vehicle/toyota-carina-1997-268445
Negotiable,"135,000",1500,Automatic,Toyota,2008,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Prius,Petrol,white,Car(Saloon),https://patpat.lk/en/ad/vehicle/toyota-prius-2008-268289
"14,700,000","92,000",1500,Automatic,Toyota,2018,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Premio,Petrol,white,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-premio-2018-268297
"9,350,000","130,000",1496,Automatic,Toyota,2016,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Axio,Petrol,white,Car(Sedan),https://patpat.lk/en/ad/vehicle/toyota-axio-2016-268418
"9,700,000",0,1500,Automatic,Toyota,2024,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Yaris,Petrol,blue,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-yaris-2024-268405
"9,600,000","150,000",1797,Automatic,Toyota,2012,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Prius,Hybrid,red,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-prius-2012-268384
"17,600,000","6,500",1496,Automatic,Toyota,2022,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Corolla,Petrol,white,Car(Saloon),https://patpat.lk/en/ad/vehicle/toyota-corolla-2022-268355
"17,600,000","7,500",1496,Automatic,Toyota,2022,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Corolla,Petrol,white,Car(Saloon),https://patpat.lk/en/ad/vehicle/toyota-corolla-2022-268336
"6,200,000","1,000",1400,Automatic,Toyota,2007,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Axio,Petrol,green,Car(Saloon),https://patpat.lk/en/ad/vehicle/toyota-axio-2007-268326
Negotiable,"135,238",1000,Automatic,Toyota,2011,"About
                            patpat





About Us
Terms and s
Privacy policy
Partnerships
Ad Upgrade Details
Banner Advertising Details",Vitz,Petrol,other,Car(Hatchback),https://patpat.lk/en/ad/vehicle/toyota-vitz-2011-268265
